ID,2_1a,Quant,R3_2,R3_3,R3_4,R4_2,R4_3,R4_4,R5_2,R5_3,R5_4,R6_2,R6_3,R6_4,R7_2,R7_3,R7_4,R8_2,R8_3,R8_4,R9_2,R9_3,R9_4,R10_2,R10_3,R10_4,R11_2,R11_3,R11_4,R12_2,R12_3,R12_4,R13_2,R13_3,R13_4,R14_2,R14_3,R14_4,R15_2,R15_3,R15_4,R16_2,R16_3,R16_4,R17_2,R17_3,R17_4,Career,US
R_2U3EwohCFf5DM77,Yes,1,20,3,1,10,1,1,60,3,4,50,3,2,10,3,2,10,3,1,70,4,3,60,3,2,0,1,1,70,3,2,0,1,3,0,1,2,30,3,3,0,1,3,70,3,3,Mid,0
R_3kLlIeFGmVLFo8t,Yes,1,,1,1,20,1,1,20,1,1,100,4,,20,1,1,20,1,1,20,1,1,20,3,,20,1,1,20,1,1,10,1,3,20,3,4,20,4,4,20,1,,20,5,4,Mid,0
R_3isuJUddnfamyXh,Yes,1,60,1,2,80,1,1,60,1,1,80,3,3,70,1,2,60,1,1,60,1,2,80,4,3,80,3,2,50,1,1,70,3,2,40,1,3,40,3,3,50,3,3,50,1,2,Mid,1
R_31LOAZapnUvtrEh,Yes,1,20,1,1,10,3,2,10,1,1,50,3,3,0,1,1,30,3,3,10,1,1,10,1,1,10,1,1,10,1,1,40,4,3,0,1,1,30,3,3,60,4,3,30,4,3,Mid,1
R_t06wWqzMS80pRAt,Yes,1,30,2,2,20,1,1,30,2,2,20,2,2,10,1,1,10,1,1,10,1,2,30,3,2,20,1,1,20,1,2,20,3,2,10,1,1,0,,,10,3,3,,,,Mid,1
R_C83OWmeJvtLrApb,Yes,1,50,1,1,20,1,1,30,2,1,20,3,1,40,3,1,20,1,1,20,1,1,30,1,1,20,1,1,20,1,1,0,1,3,10,1,3,30,1,3,10,1,3,70,3,4,Mid,0
R_1JJbMmkEsm6uOEj,"No, my research is qualitative, descriptive, single-case design, case studies, and/or theoretical or position-pieces",0,,,,,,,0,1,1,0,1,1,,,,,,,,,,,,,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,20,1,,70,3,,Mid,0
R_2azResfAe4E9Pj8,Yes,1,40,1,1,40,1,1,20,1,1,20,1,2,30,1,1,10,1,1,0,1,1,20,1,1,,2,2,30,1,1,10,1,3,10,1,4,10,1,4,,1,3,50,5,4,Mid,1
R_2dh8DU57FhZJzAF,Yes,1,70,1,1,90,3,2,20,3,2,80,3,2,90,4,2,90,1,1,,3,2,50,3,2,50,1,1,50,1,1,80,3,3,10,3,4,70,3,4,60,3,3,50,3,2,Mid,0
R_1f3K8R6rkUdPccV,Yes,1,80,1,1,70,1,1,90,3,1,70,3,1,100,4,1,50,1,1,40,1,1,90,1,1,70,1,1,10,1,1,50,5,4,20,4,4,30,5,4,30,4,3,60,5,4,Mid,1
R_1pWI2hH79WjVg1v,Yes,1,70,1,2,70,1,1,80,2,3,80,2,3,80,1,2,50,1,1,70,1,2,70,1,2,80,1,1,20,1,1,70,3,3,40,1,3,30,1,3,10,1,3,50,1,3,Mid,1
R_3m4WlqV482ymXjG,Yes,1,80,3,2,90,3,2,70,3,2,80,3,2,90,5,3,30,3,1,60,3,2,60,1,2,90,3,2,30,3,1,30,5,4,10,1,3,10,3,3,10,1,2,70,5,4,Mid,0
R_3hzITPoa5HRnKzt,Yes,1,50,3,2,20,1,1,90,3,2,30,1,1,10,1,1,10,1,1,10,1,1,30,1,2,50,1,1,10,1,1,60,4,3,10,1,2,20,1,3,10,1,3,50,3,3,Mid,1
R_2QWmgS8FPZDTuAL,Yes,1,80,3,2,80,3,2,90,4,2,80,4,3,90,4,3,70,3,2,80,3,2,40,2,2,30,1,1,60,2,2,60,4,3,30,1,3,20,1,3,20,2,3,60,4,3,Mid,1
R_1H0GtRY1DLugXYf,Yes,1,40,3,2,20,1,2,20,1,1,20,4,3,20,3,2,10,1,1,30,5,3,30,3,2,10,1,1,20,1,1,0,2,3,10,1,1,30,3,3,30,1,2,30,5,4,Mid,0
R_2fk7QAs45sbK9Ob,Yes,1,90,4,2,80,4,3,80,4,3,100,5,3,50,1,2,80,4,3,10,1,2,80,4,3,90,4,2,20,1,1,50,4,3,30,3,3,20,1,1,20,1,3,30,1,3,Mid,0
R_2zcp9mgpJe9UiSU,Yes,1,70,3,2,,,,30,1,1,30,1,2,20,1,1,10,1,1,50,3,3,20,1,1,30,1,2,10,1,1,50,4,,50,3,3,40,3,3,70,3,3,70,5,4,Mid,1
R_1oI4FrLUr2yrvQc,Yes,1,100,4,1,90,1,1,80,4,3,90,5,3,10,1,1,80,3,2,70,2,2,80,4,3,40,1,1,10,1,1,70,4,4,20,1,2,50,1,2,60,1,4,60,1,2,Mid,0
R_yOBdIm23hjbnf7r,Yes,1,10,1,2,20,1,1,90,5,4,20,1,1,10,1,2,10,1,2,50,1,3,20,3,3,0,1,1,0,1,2,20,1,2,10,1,2,10,1,3,20,1,2,50,1,3,Mid,1
R_3PhIqQ6VsIr8KdL,Yes,1,80,4,3,80,3,3,100,4,4,50,3,2,90,5,4,70,3,2,50,3,2,70,3,2,20,2,2,30,2,2,70,5,3,30,1,2,30,3,2,50,2,2,,,,Mid,0
R_1DOUufJnb7YFr3k,Yes,1,30,2,2,30,3,2,0,1,2,30,3,2,80,4,3,60,3,2,60,3,3,60,3,3,20,1,1,60,3,2,70,4,3,0,1,3,10,2,3,50,3,3,70,3,3,Mid,0
R_10ubmzaAN0NqHOA,Yes,1,,1,1,,,,,3,3,,3,2,,1,1,,3,2,,1,1,,1,2,,1,1,,1,1,,,,,3,3,,2,3,,1,2,,3,3,Mid,0
R_3esG0ozoHRaxYB8,Yes,1,60,3,4,60,4,3,90,4,3,80,5,4,90,4,3,40,3,2,80,4,3,90,4,3,40,3,2,80,4,3,20,1,2,100,5,4,100,5,4,90,4,3,90,5,4,Mid,0
R_2QJslF30QOVKo1M,"No, my research is qualitative, descriptive, single-case design, case studies, and/or theoretical or position-pieces",0,,,,,,,40,1,1,80,2,2,,,,,,,,,,,,,40,1,1,20,1,1,50,1,2,50,5,4,30,4,4,80,3,3,30,2,2,Mid,0
R_2YERHeEtMYRybRC,Yes,1,100,4,3,50,3,2,30,1,1,0,1,1,20,1,1,80,4,4,80,4,4,90,4,3,30,1,1,20,1,1,20,3,2,20,3,2,70,4,3,20,1,2,100,5,4,Mid,1
R_6fDxJtauo1ISotb,Yes,1,100,4,3,20,1,1,60,3,2,100,4,3,10,1,1,20,1,2,10,1,,30,3,2,100,3,2,10,1,1,10,1,3,30,4,3,20,4,3,10,1,,60,3,3,Mid,0
R_21bVlkjC65qhrMm,Yes,1,80,3,2,80,3,2,30,2,2,10,1,1,10,1,1,0,1,1,10,1,3,10,1,2,10,1,1,10,1,1,70,3,3,20,1,3,20,1,2,30,1,3,80,3,3,Mid,0
R_2fGQnUlDS4BTg3s,Yes,1,20,1,1,20,1,2,10,1,1,30,2,2,10,1,1,30,1,1,20,1,1,20,1,2,50,,,10,1,1,20,2,4,80,2,4,60,2,4,10,2,3,80,5,3,Mid,0
R_2Ys446Xaxmu7GvX,Yes,1,,,,10,1,,10,1,3,90,5,,0,1,1,50,,,10,1,4,20,2,2,70,1,1,10,1,3,0,1,,10,1,3,10,1,,10,1,1,10,3,,Mid,1
R_2c8FLKlG59BOZCu,Yes,1,100,4,2,60,3,3,60,3,2,100,5,3,80,5,3,50,1,2,60,2,3,100,5,4,50,1,1,10,1,1,30,3,3,10,1,2,30,1,2,40,3,3,70,5,4,Mid,0
R_1Gy5TUCpwUlkCEK,Yes,1,0,1,1,0,1,1,50,2,1,30,3,2,0,1,1,50,3,2,50,3,2,80,3,2,20,1,3,0,1,1,10,1,2,20,3,3,20,3,3,10,2,3,50,4,4,Mid,0
R_1r97GSgmYCBOngE,Yes,1,80,4,2,50,3,2,60,3,2,80,4,2,20,1,1,30,1,1,40,1,1,80,3,2,50,3,1,20,1,1,30,1,3,40,1,3,40,2,3,20,1,3,60,2,3,Mid,1
R_31nhxUP5aRiHiVT,Yes,1,20,1,1,0,1,1,20,1,1,10,3,2,10,1,2,10,3,2,20,1,3,10,1,2,20,3,2,10,1,2,60,4,3,30,1,3,,,,70,3,3,100,5,4,Mid,0
R_W82T4u2D2g1I8Y9,Yes,1,50,1,,20,1,2,60,3,3,20,1,2,30,1,1,50,1,1,20,1,1,50,1,2,20,1,1,10,1,1,80,5,4,20,1,1,20,1,1,60,3,3,20,1,1,Mid,1
R_XMRPCKByZCTFiPn,"No, my research is qualitative, descriptive, single-case design, case studies, and/or theoretical or position-pieces",0,,,,,,,60,3,4,90,1,1,,,,,,,,,,,,,90,1,1,90,1,1,90,4,3,10,1,2,50,3,3,10,1,3,20,3,4,Mid,1
R_1pX7bF0xmHMxbZk,Yes,1,100,4,2,80,3,2,30,1,1,100,4,2,10,1,1,30,1,1,80,3,1,80,3,2,40,1,1,30,1,1,10,1,3,30,3,3,30,3,3,10,3,3,50,5,4,Mid,1
R_3qr2PNI7cE7YTYh,"No, my research is qualitative, descriptive, single-case design, case studies, and/or theoretical or position-pieces",0,,,,,,,0,1,,0,1,1,,,,,,,,,,,,,0,1,1,0,1,1,60,3,3,40,1,4,60,3,4,30,1,3,60,3,2,Mid,0
R_pzwuwn3rmhb8Xlf,Yes,1,40,3,1,30,1,1,10,1,1,20,1,1,30,1,1,10,1,1,50,3,2,30,3,2,30,1,1,10,1,1,10,1,3,40,3,4,60,4,4,70,5,4,60,5,3,Mid,0
R_AM5u8MeSOX3MZLX,Yes,1,60,1,1,100,4,3,50,1,1,20,1,1,60,3,1,0,1,1,10,1,2,40,1,1,30,2,1,0,1,1,10,1,3,40,1,3,30,3,3,30,1,3,80,3,3,Mid,1
R_3PFDr7cDMbeDAXK,Yes,1,30,1,1,70,1,1,20,3,3,60,3,3,80,3,4,40,1,1,60,3,3,10,1,1,50,1,1,20,1,1,70,3,,30,1,2,40,4,3,60,3,2,80,4,4,Mid,0
R_2zuVTo1trwyjzCT,Yes,1,50,1,1,50,1,1,30,1,1,90,4,3,20,1,1,90,3,2,50,1,2,80,3,2,50,1,1,10,1,1,80,5,4,30,2,3,20,2,3,0,1,3,70,4,3,Mid,0
R_3DjS8pprAG8xVbT,Yes,1,50,1,1,80,4,2,20,3,1,50,2,2,30,1,1,50,1,2,40,3,3,60,3,3,40,1,1,50,3,2,70,3,3,20,2,2,20,1,2,40,1,2,80,4,3,Mid,0
R_TjdgfOpoBaKm7xn,Yes,1,30,1,2,50,1,2,60,2,2,50,3,2,50,3,2,60,3,3,70,2,2,50,4,2,50,3,2,30,1,2,80,4,3,50,1,2,50,1,2,40,3,2,40,1,2,Mid,0
R_2BtTYjU7Tsfdixg,Yes,1,40,3,2,30,1,1,40,2,2,20,4,3,20,1,1,20,1,1,20,1,1,10,1,2,20,2,1,30,1,1,10,1,3,10,1,3,20,1,3,10,1,2,10,1,1,Mid,0
R_1rOpwLDtSPOcM9m,"No, my research is qualitative, descriptive, single-case design, case studies, and/or theoretical or position-pieces",0,,,,,,,70,4,3,50,1,1,,,,,,,,,,,,,50,3,2,40,1,2,40,3,3,30,2,3,30,2,3,30,2,2,70,4,3,Mid,0
R_2Xh8VcyA45yM72D,Yes,1,70,3,2,60,1,2,70,4,3,70,3,2,20,1,1,70,1,2,30,3,3,60,3,3,40,1,1,20,1,1,50,4,3,30,3,3,30,3,2,40,5,3,20,1,2,Mid,0
R_XYSuPAdvvefQ4Lv,Yes,1,90,3,3,80,1,1,80,1,1,100,4,3,90,1,1,40,1,1,50,1,2,70,1,1,40,1,1,10,1,1,20,2,2,50,4,3,50,5,4,0,1,2,80,4,4,Mid,1
R_2ARvWL6gmZRRLIS,Yes,1,,3,,0,1,1,100,4,3,80,3,2,0,1,1,0,1,1,0,1,1,0,1,1,0,3,1,0,1,1,0,1,,0,1,2,0,1,1,0,1,,60,5,4,Mid,0
R_31Wsz84lXHzbma1,"No, my research is qualitative, descriptive, single-case design, case studies, and/or theoretical or position-pieces",0,,,,,,,,1,1,,1,1,,,,,,,,,,,,,,3,1,,1,2,,,,,1,3,,1,3,,1,4,70,4,3,Mid,1
R_vwp01XxjXrnUfPX,Yes,1,30,1,2,10,1,1,20,1,1,30,1,2,0,1,1,10,1,1,10,1,1,40,1,2,10,1,1,10,1,1,0,1,3,20,1,4,30,3,4,20,3,3,50,4,3,Mid,1
R_3dXtvHv2LAIudqu,Yes,1,80,3,2,80,3,2,90,2,1,80,3,3,80,1,1,50,2,2,70,2,3,80,3,3,90,1,2,50,2,2,20,1,2,50,1,3,30,3,3,20,1,2,50,3,3,Mid,1
R_3G3VlHsz2WjkF5W,Yes,1,30,1,2,30,1,2,10,1,1,60,3,2,30,1,1,10,1,1,10,1,2,30,1,1,20,1,1,10,1,1,10,5,3,20,3,2,30,3,3,0,1,3,30,5,4,Mid,1
R_3shRcfZ1JbCPIco,Yes,1,30,3,2,20,1,1,20,2,2,20,3,2,60,1,1,40,3,2,70,5,4,70,3,3,40,1,1,30,1,1,60,5,4,50,1,4,20,1,3,60,3,3,60,3,3,Mid,0
R_21H9Kbo0U5A14kT,Yes,1,,1,2,,1,,,1,1,,1,1,,1,1,,1,2,,1,1,,3,2,,1,1,,1,1,,5,4,,3,4,,3,3,,1,4,,5,4,Mid,1
R_2BA4tvar9uGkdji,Yes,1,80,3,,90,3,,,1,1,,1,1,,1,1,,1,1,,3,2,,1,1,,1,1,,1,1,,1,3,20,1,4,,1,4,,1,3,,4,4,Mid,1
R_DvjgjxwEuCyQbwR,Yes,1,70,4,3,60,4,3,60,3,1,80,5,3,30,1,1,60,4,3,20,1,1,20,3,2,10,1,1,10,1,1,10,1,2,30,1,3,40,1,3,10,1,3,30,5,3,Mid,1
R_TkjpP6jDlp7WlQR,Yes,1,80,1,1,50,1,1,20,1,1,100,4,4,80,1,1,100,3,3,,1,1,100,4,4,80,1,1,,1,1,40,5,4,10,1,4,20,3,4,50,4,4,100,5,4,Mid,0
R_1CvSCJ7BShQAtNi,Yes,1,50,1,1,0,1,1,50,3,3,70,3,2,0,1,1,0,1,1,90,3,3,0,1,1,10,3,1,0,1,2,90,4,3,0,1,2,0,1,2,20,1,2,50,1,3,Mid,0
R_3Nz8NGNiZ2Hgfgg,Yes,1,50,3,2,20,1,1,30,1,1,30,1,1,20,1,1,40,1,1,60,3,2,50,1,2,20,1,1,20,1,1,30,1,1,40,1,3,50,1,3,20,1,3,60,4,3,Mid,1
R_1l0IAivMfVkKgwC,Yes,1,50,3,1,,,,30,2,2,70,4,,40,3,2,10,1,1,30,1,2,80,3,,10,1,1,20,1,1,10,1,3,20,1,3,20,3,3,30,1,3,60,5,4,Mid,1
R_10I7Y8WwBWAouk0,Yes,1,100,3,,60,3,2,50,3,2,100,5,3,20,1,1,10,1,1,20,1,2,10,1,,0,1,1,0,1,1,30,1,,20,3,3,40,3,3,0,1,3,50,3,3,Mid,1
R_24HT0nvJJrJpBhF,Yes,1,90,4,,50,3,2,50,1,1,30,3,2,30,1,1,20,1,1,40,1,1,30,1,1,50,1,1,30,1,1,10,1,3,20,1,3,30,3,3,30,1,3,50,5,4,Mid,1
R_3dRImy3vnRptr0Q,Yes,1,40,3,2,20,1,2,30,1,1,20,1,1,40,4,3,40,3,2,30,3,2,20,1,2,50,3,3,10,1,1,20,3,3,10,3,3,10,2,3,10,1,3,10,5,4,Mid,1
R_1dgVvCO0eu749Jg,Yes,1,30,1,,,,,,1,,100,5,,,1,,,1,1,,1,,,,,,1,1,,1,1,0,1,,0,1,,0,1,,,1,3,,,,Mid,1
R_SQ1ESmGlAAFROff,Yes,1,100,3,1,70,4,2,70,3,1,100,4,1,70,3,2,70,3,2,10,1,2,30,1,1,70,3,1,30,1,1,10,3,4,10,3,3,10,3,4,20,3,3,50,5,4,Mid,0
R_3QDcqIgQFfpnJIa,Yes,1,80,1,1,50,1,1,50,5,4,50,3,2,50,3,3,50,1,1,50,1,1,50,1,1,80,1,1,50,1,1,50,1,1,20,1,4,50,4,4,50,3,2,50,1,4,Mid,0
R_0lj7f1eY6aFDYR3,Yes,1,70,3,2,80,3,2,80,1,2,90,3,3,70,1,1,60,1,1,80,1,1,70,1,1,70,1,1,20,1,1,20,4,3,60,3,3,20,3,3,50,4,3,70,4,4,Mid,0
R_1Loqz95MB53jch7,Yes,1,60,3,2,90,3,2,70,3,2,70,2,2,20,1,1,10,1,1,10,1,1,50,2,2,50,1,1,10,1,1,0,1,3,10,1,4,10,1,4,10,1,4,40,4,2,Mid,0
R_2E14euGmC7pvFwQ,Yes,1,70,2,1,60,1,1,30,2,2,80,2,2,50,1,1,70,1,1,20,1,1,80,2,2,60,1,1,40,3,3,70,4,4,30,3,4,40,3,4,30,1,3,70,3,4,Mid,0
R_1gwmikdPOzfOGKk,Yes,1,90,3,2,30,1,1,20,1,1,20,1,1,30,1,1,10,1,1,30,1,2,60,3,2,10,1,1,10,1,1,30,1,3,10,1,2,70,1,3,30,1,3,40,1,2,Mid,
R_2QnS95BHJul1128,Yes,1,40,1,1,20,1,1,10,1,1,80,3,2,10,1,1,10,1,1,30,3,2,10,1,1,50,1,1,30,1,2,30,4,4,10,1,3,10,2,3,10,2,3,80,5,4,Mid,1
R_30pB4jY99ZTjYdZ,"No, my research is qualitative, descriptive, single-case design, case studies, and/or theoretical or position-pieces",0,,,,,,,80,5,4,,1,,,,,,,,,,,,,,90,3,2,50,1,2,90,5,4,50,1,3,70,1,,20,1,1,80,5,4,Mid,0
R_2Seq9dSl1AxX9hu,Yes,1,90,3,2,80,3,2,50,3,2,80,3,2,90,4,3,50,5,4,80,3,2,70,1,2,50,3,2,20,1,2,10,4,3,50,5,4,60,2,3,40,1,3,100,5,3,Mid,1
R_3haVU5QE2GnzlFe,"No, my research is qualitative, descriptive, single-case design, case studies, and/or theoretical or position-pieces",0,,,,,,,50,1,1,10,1,1,,,,,,,,,,,,,50,1,1,10,1,1,80,3,3,10,1,3,20,1,3,20,1,2,60,1,3,Mid,0
R_0PYqOZNJQmgt4Pv,Yes,1,10,2,2,30,3,2,10,1,1,10,2,2,10,1,3,10,1,1,10,1,1,10,1,2,10,1,1,10,1,1,10,2,3,10,1,3,10,1,3,10,1,3,10,1,3,Mid,1
R_2wtYW942EYCHGJc,Yes,1,90,4,2,20,3,2,40,3,1,90,3,2,30,2,1,20,3,1,30,2,1,50,3,2,70,3,1,20,1,1,10,1,3,40,3,4,20,3,4,20,2,3,40,3,3,Mid,1
R_3MigLTBdGnPlNHP,Yes,1,,1,1,20,1,1,,3,2,10,1,1,50,1,1,,1,1,0,1,1,70,1,2,10,1,1,0,1,1,10,4,3,10,3,2,20,4,3,20,4,3,90,5,4,Mid,0
R_tDkodSHqw9IRWal,Yes,1,90,3,2,20,1,2,50,1,2,70,3,2,40,1,1,20,1,1,20,1,1,20,1,1,20,1,1,10,1,1,50,3,3,40,3,3,60,4,4,60,1,3,40,1,4,Mid,1
R_1C31bdZTKeIOh8Q,Yes,1,100,4,2,50,3,2,50,3,2,100,5,3,50,1,1,30,1,1,30,1,3,30,1,2,50,2,1,100,4,4,30,1,4,50,1,3,40,1,3,10,1,3,90,3,2,Mid,1
R_Dr9LoysKVqCOwtb,Yes,1,50,1,1,10,1,1,30,1,1,90,3,2,20,1,1,10,1,1,20,1,1,10,1,1,80,1,1,0,1,1,10,1,3,20,4,4,10,3,3,10,3,3,70,4,3,Mid,1
R_OwYeB82jHyLbfax,Yes,1,70,4,2,40,1,2,30,2,2,50,5,3,90,4,4,30,1,1,60,1,2,60,3,2,40,1,1,10,1,2,70,5,4,30,1,3,20,1,3,10,1,3,70,4,3,Mid,1
R_3HZTbZUUArCQniz,"No, my research is qualitative, descriptive, single-case design, case studies, and/or theoretical or position-pieces",0,,,,,,,10,1,1,20,3,3,,,,,,,,,,,,,40,1,1,10,1,1,70,5,4,40,3,3,20,3,4,30,3,2,30,5,4,Mid,0
R_1QGZqC8ssFDPYI4,Yes,1,30,1,2,10,1,,10,1,1,20,1,1,10,1,1,10,1,1,10,1,1,20,1,2,10,1,1,30,3,2,,,,10,2,3,10,3,3,10,1,3,60,4,4,Mid,1
R_1GEraGNa8pQ0AWR,Yes,1,60,3,2,50,1,1,60,3,1,60,3,2,20,1,1,50,1,1,50,1,1,30,1,1,30,1,1,40,3,1,10,1,3,30,1,3,30,1,3,20,1,3,60,3,3,Mid,1
R_rqASe6BIyf4H0R3,Yes,1,10,1,2,,1,1,,3,4,,1,1,,1,1,,1,1,,1,1,,1,,,1,1,,,,,1,3,10,3,3,10,5,4,,5,,10,3,4,Mid,0
R_1dsDo9vWXqKoZeq,"No, my research is qualitative, descriptive, single-case design, case studies, and/or theoretical or position-pieces",0,,,,,,,0,1,1,20,1,2,,,,,,,,,,,,,10,1,1,,1,1,,1,,10,1,,10,1,2,30,1,3,30,3,2,Mid,1
R_2uy1xjibCE499vg,Yes,1,90,5,,100,5,2,90,4,3,90,4,4,80,5,3,80,3,2,30,1,,80,3,2,30,1,1,20,1,1,80,5,,30,2,2,30,3,3,90,4,3,80,5,4,Mid,1
R_2uVA5IYyY9dFFIA,Yes,1,50,1,1,30,1,2,30,1,1,0,1,1,10,1,1,0,1,1,30,1,2,20,3,2,20,1,1,70,3,1,0,1,3,10,3,4,20,3,4,10,3,3,50,3,3,Mid,1
R_22JhSyBDeLPmyQw,"No, my research is qualitative, descriptive, single-case design, case studies, and/or theoretical or position-pieces",0,,,,,,,50,5,4,40,1,1,,,,,,,,,,,,,70,1,4,,1,1,20,4,3,30,3,3,30,1,3,10,1,3,100,5,4,Mid,0
R_ALIjJLTwh28toGZ,Yes,1,80,4,3,30,1,,40,1,1,80,3,2,90,4,3,20,1,1,50,1,1,50,1,2,40,1,,30,1,2,10,2,,30,3,3,20,3,3,80,1,2,50,4,3,Mid,1
R_2TpWmt1uY2KLjED,Yes,1,50,3,1,30,1,1,60,3,1,50,3,2,40,3,4,50,1,1,40,1,1,70,3,3,20,1,1,20,1,2,10,1,3,20,3,4,20,3,4,10,3,3,20,4,4,Mid,0
R_3e3443XIOafWFq4,"No, my research is qualitative, descriptive, single-case design, case studies, and/or theoretical or position-pieces",0,,,,,,,60,1,2,60,1,2,,,,,,,,,,,,,50,1,1,10,1,1,10,1,3,30,1,4,20,1,4,10,1,3,60,3,4,Mid,1
R_1isSoIwDGDacQfL,"No, my research is qualitative, descriptive, single-case design, case studies, and/or theoretical or position-pieces",0,,,,,,,,,,,,,,,,,,,,,,,,,30,3,2,,1,1,0,1,2,20,1,3,20,1,3,10,1,2,90,5,4,Mid,0
R_2fDSakrjxnZw4fQ,Yes,1,40,3,2,10,1,1,10,1,1,20,3,2,20,1,1,0,1,1,20,1,2,20,1,1,10,1,1,0,1,1,10,1,4,10,1,3,10,1,2,20,3,3,70,4,3,Mid,1
R_2VedyThTmdnXXYx,Yes,1,50,3,1,30,3,2,40,1,1,70,3,2,10,1,1,20,1,1,40,2,3,50,3,2,60,3,1,10,1,1,10,1,4,30,3,4,40,3,4,50,4,4,20,3,4,Mid,0
R_1DFEYcwf80C4gHn,Yes,1,80,4,3,,,,50,1,2,20,1,1,50,1,1,10,1,1,50,1,,20,1,2,30,1,1,0,1,1,80,4,3,50,3,3,80,4,3,10,1,3,90,5,4,Late,1
R_2eb7nFUImpN9ijR,"No, my research is qualitative, descriptive, single-case design, case studies, and/or theoretical or position-pieces",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,60,3,3,,,,,,,60,4,3,,0
R_2r6qfw0OpKvSpOx,Yes,1,40,1,2,30,3,2,30,3,2,20,3,2,20,1,2,10,1,1,30,3,2,20,1,2,30,3,2,10,1,2,10,3,2,20,3,2,20,3,2,10,3,2,20,2,2,Late,0
R_1eXjPVelJ5p898q,Yes,1,100,5,4,80,3,4,0,1,1,40,1,1,10,1,1,70,4,3,30,1,2,30,1,2,0,1,1,0,1,1,20,1,2,60,5,4,50,4,3,20,1,2,50,1,1,Late,1
R_2a8iB8updo8vUvh,Yes,1,90,1,1,90,1,1,80,1,1,90,1,1,90,1,2,90,3,2,90,1,2,90,1,1,90,1,1,90,1,1,70,5,4,20,1,2,30,2,3,90,1,1,80,1,1,,1
R_3rXLzMuZarYHa4V,Yes,1,20,1,1,20,1,2,50,3,2,20,3,2,20,1,1,20,1,1,30,1,1,30,2,3,20,1,1,10,1,1,50,5,4,20,1,2,30,1,,30,2,3,40,4,3,Late,1
R_D5KjoJDICJpOMfv,Yes,1,50,3,2,10,1,1,10,1,1,10,1,1,10,1,1,0,1,1,10,1,,10,1,2,10,1,2,0,1,1,30,3,3,30,3,3,30,3,3,40,4,3,30,1,2,Late,0
R_3Jrq4ayQRmHa2hE,Yes,1,,5,3,,3,3,,1,1,,1,2,,5,4,,3,2,,3,3,,3,3,,1,2,,1,2,,1,4,,3,3,,5,4,,3,4,,4,3,Late,1
R_1o7SOxnYgBAmz9G,Yes,1,70,3,2,70,1,1,20,5,4,0,1,2,40,1,1,30,1,1,70,1,1,20,1,1,30,1,1,10,1,1,20,5,4,10,3,3,20,3,3,20,1,1,20,5,4,Late,0
R_3ekRXeeDZpXNhLb,Yes,1,30,1,1,20,1,1,20,1,1,30,1,1,20,1,1,30,3,2,70,3,3,30,3,3,50,1,1,10,1,4,0,4,3,20,5,4,20,5,4,20,4,3,20,1,3,Late,1
R_2DSMtrOPk0t48PG,Yes,1,40,1,1,50,1,1,50,1,1,70,3,2,50,1,1,50,1,1,50,1,1,50,1,1,50,1,1,30,1,1,10,1,4,10,1,3,30,3,3,10,1,3,30,4,3,Late,1
R_2CH7PwkyclvuJbi,Yes,1,50,1,4,30,2,3,50,1,2,,,,50,3,,,1,1,,1,2,30,1,,20,1,2,,1,1,10,1,,,1,,,1,,10,1,3,50,3,3,Early,1
R_2cozY7lbcmRq2kQ,Yes,1,90,1,2,40,1,2,20,1,1,60,1,2,40,1,1,20,1,1,50,1,2,40,1,2,40,1,2,30,1,2,30,3,3,40,1,4,50,1,4,30,1,3,30,1,3,,1
R_0JVv0B73NccZxrX,"No, my research is qualitative, descriptive, single-case design, case studies, and/or theoretical or position-pieces",0,,,,,,,90,5,4,30,1,1,,,,,,,,,,,,,10,1,1,20,1,1,80,5,4,50,4,3,50,1,2,40,3,2,40,1,2,Mid,1
R_3fHN6reckn79QDJ,Yes,1,40,1,2,30,1,1,20,1,1,40,3,2,20,1,1,20,3,2,50,3,3,30,3,2,40,1,1,10,1,1,30,5,4,10,4,4,40,4,4,40,3,4,30,3,4,Late,0
R_z2zpH3Z8xN0lRcJ,Yes,1,30,1,1,30,1,1,30,1,1,30,1,1,30,1,1,20,1,1,20,1,1,30,1,1,40,1,1,30,1,1,40,5,4,20,1,4,10,1,3,10,1,2,50,4,3,,0
R_2xAfZHkXDChsYKg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2ZNxXmE8Yy7n7dG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2dumC9HAS4kTSNy,Yes,1,,,,,1,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,1,,,2,4,,1,4,,,,,
R_27I3dkOnEU4PT0q,"No, my research is qualitative, descriptive, single-case design, case studies, and/or theoretical or position-pieces",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1CvHgGTTpWKGQMq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_28NfixSZXm92BwJ,Yes,1,,,,,,,,,,,,,,,,,,,90,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,
