"ID","A1_1","A1_2","B1","C1_1","C1_2","C1_3","A2_1","A2_2","B2","C2_1","C2_2","C2_3","A3_1","A3_2","B3","C3_1","C3_2","C3_3","A4_1","A4_2","B4","C4_1","C4_2","C4_3","A5_1","A5_2","B5","C5_1","C5_2","C5_3","A6_1","A6_2","B6","C6_1","C6_2","C6_3","A7_1","A7_2","B7","C7_1","C7_2","C7_3","A8_1","A8_2","B8","C8_1","C8_2","C8_3","A9_1","A9_2","B9","C9_1","C9_2","C9_3","A10_1","A10_2","B10","C10_1","C10_2","C10_3","doubt_other_inst","doubt_same_inst","doubt_students","doubt_yourself","main_area","area_other","do_research","funding","funding_5_years","observation","experiment","modelling","survey","method_other","method_other_descript","clinic","lab","field","location_other","location_other_descript","institution_priority","institution_type","position","position_other","higher_degree","sex","skin_colour","age","brazilian","other_nation","other_nation_descript","country_higher_degree","suggestions"
409,95,40,2,NA,NA,NA,65,20,2,NA,NA,NA,20,80,1,3,NA,NA,50,80,2,NA,NA,NA,60,90,2,NA,NA,NA,50,80,2,NA,NA,NA,50,0,2,NA,NA,NA,60,4,2,NA,NA,NA,60,0,2,NA,NA,NA,50,0,2,NA,NA,NA,"Occasionally","Once or twice","Once or twice","Never","Development",NA,"Yes","No","No","Yes","No","No","No",0,NA,"No","No","Yes","No",NA,"Teaching","Private","other","Professor (regime hora-aula) em instituição particular e estudante de doutorado em instituição pública","Masters","Female","Parda",31,"Yes","No",NA,"Brasil",NA
410,45,45,1,3,"Viés de publicação. Muitas vezes os artigos com dados negativos são considerados menos interessantes editorialmente.",NA,65,65,1,3,"Por muitas regras e normas de periódicos científicos é necessário selecionar apenas as características metodológicas mais relevantes para o objetivo em questão. Contudo, creio na maioria das ocasiões esta prática não altera o significado dos achados e da discussão sobre o tema.",NA,0,0,2,NA,NA,NA,0,0,2,NA,NA,NA,5,0,2,NA,NA,NA,60,30,1,3,"As informações relativas aos achados planejados foram descritas em outras publicações referentes ao mesmo estudo. Não era possível incluir todas as informações em uma única publicação.",NA,0,0,2,NA,NA,NA,22,22,2,NA,NA,NA,0,0,2,NA,NA,NA,0,0,2,NA,NA,NA,"Once or twice","Once or twice","Never","Never","Mental Health",NA,"Yes","Yes","Yes","Yes","Yes","No","Yes",0,NA,"Yes","Yes","Yes","No",NA,"Teaching","Private","Adjunct professor",NA,"Doctorate","Male","White",34,"Yes","No",NA,"Brasil",NA
412,60,30,1,2,"Como forma de qualificar melhor os trabalhos desenvolvidos e buscar o aprimoramento das práticas.",NA,33,14,2,NA,NA,NA,63,64,2,NA,NA,NA,69,28,1,3,"Nem todos os estudos solicitam esse tipo de ação (ampliação da amostra). ",NA,18,9,2,NA,NA,NA,19,9,2,NA,NA,NA,5,2,2,NA,NA,NA,19,13,2,NA,NA,NA,50,22,2,NA,NA,NA,64,31,2,NA,NA,NA,"Occasionally","Once or twice","Once or twice","Once or twice","Organizational and Work",NA,"Yes","Yes","Yes","No","No","No","No",1,"Exploratória descritiva","No","No","Yes","Yes","Instituições","Teaching","Private","Adjunct professor",NA,"Doctorate","Male","Parda",52,"Yes","No",NA,"Brasil",NA
420,80,100,1,3,"Porque é impossível reportar todos os materiais encontrados numa revisão bibliográfica e é necessário dar visibilidade a pelo menos alguns estudos.",NA,40,50,2,NA,NA,NA,5,46,2,NA,NA,NA,35,54,2,NA,NA,NA,33,80,2,NA,NA,NA,15,60,2,NA,NA,NA,0,0,2,NA,NA,NA,28,64,2,NA,NA,NA,49,23,2,NA,NA,NA,0,0,2,NA,NA,NA,"Occasionally","Never","Once or twice","Never","Social",NA,"Yes","Yes","Yes","No","No","No","No",1,"Documental","No","No","No","Yes",NA,"Research","Public","Adjunct professor",NA,"Doctorate","Female","White",38,"Yes","No",NA,"Brasil",NA
421,85,35,2,NA,NA,NA,100,35,1,2,"É difícil mesmo conseguir avaliar quais as condições em que um estudo se efetua - na maior parte das vezes, muitas variáveis intervenientes e elementos importantes de uma pesquisa são negligenciados pois os tomamos como pressupostos de um modo de pesquisar (indiferente de os mesmos serem ou não). Acredito que faz parte de um exercício de rigor de pesquisa analisar e apontar tanto quanto possível aquilo que tomamos por  natural  de um instrumento ou prática, mas é inevitável que alguns elementos não ganhem luz na explanação de como um experimento foi feito, uma vez que escapam mesmo a consideração do pesquisador em questão de que não são elementos dados ou naturais e merecem explicação.",NA,50,10,2,NA,NA,NA,80,90,2,NA,NA,NA,25,10,2,NA,NA,NA,10,0,2,NA,NA,NA,25,0,2,NA,NA,NA,65,5,2,NA,NA,NA,30,10,2,NA,NA,NA,40,5,2,NA,NA,NA,"Often","Often","Occasionally","Once or twice","Health",NA,"Yes","No","Yes","Yes","No","No","No",0,NA,"No","No","Yes","No",NA,"Equal emphasis","Public","Graduate student",NA,"Undergraduate","Male","White",29,"Yes","No",NA,"Brasil",NA
422,81,82,1,3,"O estudo fornecia clareza e rigor metodológico e/ou o autor era uma referencia notadamente conhecida no assunto.",NA,64,64,1,3,"Devido a pressão das revistas sobre a síntese dos artigos.",NA,9,3,2,NA,NA,NA,84,83,1,3,"No caso de pesquisas que envolvem saturação dos dados, este só pode ser mensurado a posteriori",NA,3,2,2,NA,NA,NA,2,2,2,NA,NA,NA,1,1,2,NA,NA,NA,1,1,2,NA,NA,NA,0,1,2,NA,NA,NA,1,1,2,NA,NA,NA,"Once or twice","Never","Never","Never","Mental Health",NA,"Yes","No","No","Yes","No","No","No",0,NA,"No","No","Yes","No",NA,"Equal emphasis","Public","Graduate student",NA,"Masters","Male","Parda",32,"Yes","No",NA,"Brasil",NA
423,20,20,2,3,NA,NA,15,15,1,3,"Pois para as minhas pesquisa isso faz parte de um posicionamento ético-político-metodológico",NA,25,25,2,NA,NA,NA,20,20,2,NA,NA,NA,10,10,2,NA,NA,NA,10,10,2,NA,NA,NA,5,5,2,NA,NA,NA,5,5,2,NA,NA,NA,10,10,2,NA,NA,NA,50,50,2,NA,NA,NA,"Once or twice","Once or twice","Once or twice","Never","Social",NA,"Yes","Yes","Yes","No","No","No","Yes",0,NA,"No","No","Yes","No",NA,"Teaching","Private","Graduate student",NA,"Undergraduate","Male","White",27,"Yes","No",NA,"Brasil",NA
426,24,24,2,NA,NA,NA,23,23,2,NA,NA,NA,8,8,2,NA,NA,NA,92,93,1,2,"a amostra era muito pequena e algumas analises estatísticas estabelecem um N mínimo. no caso, aumentei um pouco o N para se aproximar do mínimo exigido pela analise estatística em tela.",NA,8,8,2,NA,NA,NA,5,5,2,NA,NA,NA,4,4,2,NA,NA,NA,6,6,2,NA,NA,NA,2,2,2,NA,NA,NA,3,2,2,NA,NA,NA,"Never","Never","Never","Never","Behavior Analysis",NA,"Yes","Yes","Yes","No","Yes","No","No",0,NA,"No","No","Yes","No",NA,"Research","Public","Adjunct professor",NA,"Doctorate","Male","Black",49,"Yes","No",NA,"brasil","Ficamos  presos  aspectos estatísticos/metodologicos como se estes fossem centrais. não são! Não há nenhuma pergunta sobre a falta de clareza conceitual do psicólogo em determinar se sua pesquisa é empírica ou não. Qual o percentual de pesquisadores que  determinou se sua pergunta de pesquisa é empírica ou necessariamente verdadeira ? Qual a pratica prevalente em psicologia para se determinar se uma questão de investigação é empírica ou conceptual ? "
429,83,84,1,3,NA,NA,62,80,2,NA,NA,NA,51,52,2,NA,NA,NA,30,30,2,NA,NA,NA,10,10,2,NA,NA,NA,15,15,2,NA,NA,NA,2,2,2,NA,NA,NA,22,18,2,NA,NA,NA,70,71,2,NA,NA,NA,10,13,2,NA,NA,NA,"Never","Never","Never","Never","Psychological Assessment",NA,"Yes","No","No","No","No","No","Yes",0,NA,"No","No","Yes","No",NA,"Research","Public","Adjunct professor",NA,"Doctorate","Female","Black",30,"Yes","No",NA,"Brasil",NA
430,90,80,1,2,"Os periódicos tendem a favorecer esse tipo de dado em detrimento de resultados fracos ou negativos.",NA,90,50,1,1,NA,"Falta de conhecimento sobre metodologia de pesquisa e critérios de clareza metodológica.",80,70,2,NA,NA,NA,60,90,1,3,"Para melhorar a qualidade das interpretações a partir de uma amostra maior e mais representativa.",NA,50,80,2,NA,NA,NA,70,50,2,NA,NA,NA,40,20,2,NA,NA,NA,85,75,1,2,NA,"Para aumentar as chances de publicação dos resultados.",40,50,2,NA,NA,NA,30,50,2,NA,NA,NA,"Occasionally","Occasionally","Often","Once or twice","Psychological Assessment",NA,"Yes","Yes","Yes","Yes","No","No","No",0,NA,"Yes","No","No","No",NA,"Research","Public","Graduate student",NA,"Masters","Female","White",26,"Yes","No",NA,"Brasil",NA
433,35,27,2,NA,NA,NA,40,30,2,NA,NA,NA,25,26,2,NA,NA,NA,60,81,2,NA,NA,NA,50,81,2,NA,NA,NA,35,54,2,NA,NA,NA,21,5,2,NA,NA,NA,41,32,2,NA,NA,NA,40,33,2,NA,NA,NA,60,15,2,NA,NA,NA,"Once or twice","Once or twice","Once or twice","Once or twice","School and Education",NA,"Yes","No","No","No","No","No","No",1,"Pesquisa qualitativa","No","No","No","Yes","Escola","Equal emphasis","Public","Graduate student",NA,"Undergraduate","Female","White",32,"Yes","No",NA,"Brasil","Questões muito voltadas para pesquisas quantitativas."
435,85,92,1,3,"Pois baseamos nossas pesquisas em práticas que geralmente deram certo. Ou em práticas que tiveram como resposta a que você provavelmente espera que a sua pesquisa tenha.",NA,35,36,2,NA,NA,NA,53,72,2,NA,NA,NA,55,56,1,3,"Porque a medida que se trata um dado, vai descobrindo outras possibilidades que deram nos dados que você não esperava.",NA,20,19,2,NA,NA,NA,20,21,2,NA,NA,NA,19,14,2,NA,NA,NA,58,76,1,3,NA,"Pois se um dado não é tão relevante para apesquisa ou se ultrapassa o que você quer ou pesquisou o dado deixa de ser relevante.",1,2,2,NA,NA,NA,3,3,2,NA,NA,NA,"Once or twice","Once or twice","Once or twice","Never","Development",NA,"Yes","No","Yes","No","No","No","No",1,"análise de pesquisa semi-estruturada","No","No","No","Yes","Escola","Equal emphasis","Public","other","Professora do Ensino Básico","Masters","Female","White",48,"Yes","No",NA,"Brasil",NA
436,65,30,1,2,"Para dar mais credito aos nossos argumentos. ",NA,15,90,2,NA,NA,NA,10,40,2,NA,NA,NA,75,65,2,NA,NA,NA,30,10,2,NA,NA,NA,70,15,2,NA,NA,NA,15,5,2,NA,NA,NA,80,40,1,2,NA,"Conveniência.",95,60,1,2,"Conveniência.",NA,33,14,2,NA,NA,NA,"Occasionally","Once or twice","Once or twice","Once or twice","Organizational and Work",NA,"Yes","Yes","Yes","Yes","No","No","No",0,NA,"No","No","Yes","No",NA,"Equal emphasis","Public","Graduate student",NA,"Undergraduate","Female","White",28,"No","Yes","Colômbia","Colômbia",NA
444,85,75,1,2,"A intenção era identificar possíveis alternativas para uma determinada situação",NA,50,81,1,3,"Na descrição dos procedimentos, preferi focar nos que envolveram todo o percurso da ação",NA,21,50,2,NA,NA,NA,90,95,1,3,"O processo é dinâmico e pode ser alterado a partir dos resultados, se esses demandam mais informações",NA,30,80,2,NA,NA,NA,5,50,2,NA,NA,NA,1,50,2,NA,NA,NA,10,51,2,NA,NA,NA,79,100,1,3,"Era coerente com os outros dados apresentados.",NA,50,99,2,NA,NA,NA,"Once or twice","Once or twice","Occasionally","Never","other","Psicologia Feminista","Yes","No","No","Yes","No","No","Yes",0,NA,"No","No","Yes","No",NA,"Research","Private","Graduate student",NA,"Masters","Female","Parda",60,"Yes","No",NA,"Brasil",NA
445,40,40,2,NA,NA,NA,70,61,1,3,"Porque no meu estudo, colocar as condições permite que o leitor entenda honestamente quais foram as minhas escolhas metodologicas, teóricas e, portanto, de análise ",NA,82,81,1,2,"Nem todas as variáveis eram significativas para o meu objeto de estudo. ",NA,49,51,1,2,"Em um momento do estudo qualitativo, percebi que seria importante usar um instrumento quantitativo pra verificar se aquelas informações trazidas nos grupos se repetiam nos outros sujeitos com o mesmo perfil. ",NA,81,76,2,NA,NA,NA,70,69,2,NA,NA,NA,31,33,2,NA,NA,NA,36,34,2,NA,NA,NA,50,53,2,NA,NA,NA,29,32,2,NA,NA,NA,"Occasionally","Occasionally","Occasionally","Occasionally","Social",NA,"Yes","No","Yes","Yes","No","No","No",0,NA,"No","No","Yes","No",NA,"Equal emphasis","Public","Graduate student",NA,"Masters","Male","White",32,"Yes","No",NA,"Brasil","A explicação inicial está um pouco confusa. "
446,80,30,1,2,"Os estudos que  deram errado  podem ter ocorrido por dificuldades em relação ao planejamento e execução da pesquisa, por exemplo. ",NA,60,20,2,NA,NA,NA,50,40,2,NA,NA,NA,70,30,1,1,NA,"Acreditei que poderia melhorar os resultados do estudo.",80,60,2,NA,NA,NA,60,30,2,NA,NA,NA,25,5,2,NA,NA,NA,70,40,1,1,"Com a intenção de melhorar os resultados.",NA,90,60,1,2,"Por repetição, sempre ouvi dizer que era possível fazer isso. ",NA,60,30,2,NA,NA,NA,"Once or twice","Once or twice","Once or twice","Never","Social",NA,"Yes","No","Yes","No","Yes","No","Yes",0,NA,"No","No","Yes","No",NA,"Equal emphasis","Public","Substitute professor",NA,"Masters","Female","White",26,"Yes","No",NA,"Brasil",NA
449,80,95,1,3,NA,NA,95,60,1,3,"Pois algumas partes não são informações necessárias para replicação do estudo.",NA,25,10,2,NA,NA,NA,70,100,2,NA,NA,NA,25,10,2,NA,NA,NA,90,90,2,NA,NA,NA,20,5,2,NA,NA,NA,60,90,2,NA,NA,NA,5,15,2,NA,NA,NA,60,90,2,NA,NA,NA,"Occasionally","Occasionally","Occasionally","Once or twice","School and Education",NA,"Yes","No","Yes","No","No","No","Yes",0,NA,"No","No","Yes","No",NA,"Teaching","Private","Assistant professor",NA,"Doctorate","Female","White",31,"Yes","No",NA,"Brasil",NA
450,0,0,2,NA,NA,NA,0,0,2,NA,NA,NA,0,0,2,NA,NA,NA,0,0,2,NA,NA,NA,0,0,2,NA,NA,NA,0,0,2,NA,NA,NA,0,0,2,NA,NA,NA,0,0,2,NA,NA,NA,0,0,2,NA,NA,NA,0,0,2,NA,NA,NA,"Never","Never","Never","Never","Organizational and Work",NA,"Yes","No","Yes","No","No","No","Yes",0,NA,"No","No","Yes","No",NA,"Equal emphasis","Public","Adjunct professor",NA,"Doctorate","Male","Parda",35,"Yes","No",NA,"Brasil","A investigação parte da premissa de que os pesquisadores agem de ma fé, de modo que a considero um desserviço para a evolução da pesquisa em Psicologia no Brasil. Soa como uma tentativa de criminalizar os docentes e apontar o seu engajamento em práticas nocivas ao desenvolvimento científico. Num enorme espírito de vira-lata, parece querer demonstrar que a  corrupção  se espalha por todas as camadas da sociedade, até entre pesquisadores. Já imagino os  níveis éticos  do Brasil sendo comparados os da Alemanha  (para mostrar a superioridade cultural desse país) e com os da Somália (visando estampar o nosso subdesenvolvimento). Nesse sentido, todas as perguntas parecem pegadinhas para o sujeito admitir que se engaja nas práticas anti-éticas indicadas. Some-se ainda o fato de que o delineamento é mal feito, pois considero improvável que os participantes possam, efetivamente, determinar se as práticas indicadas ocorreram nas pesquisas de outras pessoas, na medida em que não se tem acesso aos dados brutos. Se a pesquisa está publicada um periódico revisado por pares qualificado adequadamente, é preciso partir da premissa de que ela foi avaliada com seriedade e rigor, de maneira que não se pode presumir que houve  trapaças  para se chegar até os resultados apresentados. O acesso aos dados mencionado anteriormente  só seria possível em relação à pesquisas de colegas próximos ou de orientandos e, assim,  se estimula um dedo-durismo (delação premiada, para usar o termo da moda) ou a oportunidade de se apontar supostos mal-feitos, mesmo que sem provas. Ainda em relação ao delineamento ruim,  as perguntas desconsiderarem completamente a existência de pesquisas de cunho qualitativo. E quais seriam as práticas anti-éticas das pesquisas qualitativas?  O pesquisador só transcreveu o trecho da entrevista que confirmava o seu argumento ?  O pesquisador olhou para o outro lado quando um comportamento observado refutava sua hipótese inicial ?. Ou este tipo de investigação nem é considerado como científico? Concluo citando o grande poeta popular Jessiê Quirino:  quem disso muito cuida, disso muito usa . Boa sorte na sua empreitada."
454,60,13,2,NA,NA,NA,0,0,2,NA,NA,NA,76,3,2,NA,NA,NA,24,15,2,NA,NA,NA,0,0,2,NA,NA,NA,32,7,2,NA,NA,NA,13,2,2,NA,NA,NA,17,3,2,NA,NA,NA,5,4,2,NA,NA,NA,75,11,2,NA,NA,NA,"Occasionally","Once or twice","Occasionally","Once or twice","Organizational and Work",NA,"Yes","No","No","Yes","No","Yes","Yes",0,NA,"No","No","Yes","No",NA,"Teaching","Private","Adjunct professor",NA,"Doctorate","Male","Parda",43,"Yes","No",NA,"Paraguai","Acredito que falta levantamento sobre o porque do sim ou do não. Em alguns momentos restam dúvidas diante dos resultados, ainda que  empiricamente  eles demonstrem algo, o qualitativo não aparecendo fica complexo considerar somente no julgamento dos números."
455,65,55,1,1,NA,"Realizei esse procedimento unicamente para identificar que alguns estudos realizaram práticas semelhantes às descritas no artigo em questão.",20,25,1,3,"Algumas práticas ou etapas dos procedimentos possuíam sentido apenas durante a aplicação do experimento, não sendo de interesse dos possíveis leitores do artigo.",NA,60,70,2,NA,NA,NA,60,60,2,NA,NA,NA,30,30,2,NA,NA,NA,70,30,2,NA,NA,NA,65,0,2,NA,NA,NA,70,50,1,3,NA,"A exclusão de alguns outliers ou dados que possam ter diminuído possíveis índices de correlação entre variáveis muitas vezes é uma boa prática para se ter o que as revistas desejam publicar: resultados  confiáveis  e que  sirvam pra alguma coisa .",90,40,1,2,"Banco de dados coletados em períodos curtos como os de um mestrado possuem grandes chances de não resultar em dados  aplicáveis  ao mundo real se dependessem exclusivamente de índices de significância. Vejo o arredondamento como uma prática que viabiliza a compreensão, generalização e publicação de resultados para que as pesquisas sejam  aceitáveis  em quaisquer meios de comunicação para divulgação científica. ",NA,20,20,2,NA,NA,NA,"Occasionally","Occasionally","Occasionally","Once or twice","Evolutionary",NA,"Yes","No","Yes","Yes","No","No","No",0,NA,"No","Yes","Yes","No",NA,"Teaching","Private","Assistant professor",NA,"Masters","Male","White",31,"Yes","No",NA,"Brasil",NA
457,8,100,2,NA,NA,NA,20,100,2,NA,NA,NA,2,100,2,NA,NA,NA,40,100,2,NA,NA,NA,25,100,2,NA,NA,NA,50,100,2,NA,NA,NA,1,100,2,NA,NA,NA,10,100,2,NA,NA,NA,10,100,2,NA,NA,NA,10,100,2,NA,NA,NA,"Once or twice","Once or twice","Once or twice","Never","Organizational and Work",NA,"No","No","No","No","No","No","Yes",0,NA,"No","No","Yes","No",NA,"Equal emphasis","Public","other","MESTRE","Masters","Male","White",40,"Yes","No",NA,"BRASIL","Não foi possível compreender o que quer dizer o segundo item de cada questão levantada - por isso coloquei 100% em tudo."
458,90,90,1,3,"Por estudos  que funcionaram  entendo a adoção, por parte de pesquisadores, de referências de outros estudos que tiveram resultados exitosos, ou seja, pesquisas que atingiram seus objetivos. De modo geral, no Brasil, não temos muito espaço na academia para publicar pesquisas e suas dificuldades, por isso avalio que a maioria dos pesquisadores usam apenas referenciais de outros estudos que foram exitosos - e isso torna essa prática justificável.",NA,50,100,2,NA,NA,NA,50,50,1,3,"É muito difícil, especialmente em psicologia social, dar conta de todas as variáveis dependentes de um estudo.",NA,51,2,2,NA,NA,NA,50,3,2,NA,NA,NA,50,4,2,NA,NA,NA,50,1,2,NA,NA,NA,50,1,2,NA,NA,NA,99,100,2,NA,NA,NA,100,1,2,NA,NA,NA,"Once or twice","Once or twice","Once or twice","Occasionally","other","estudos da infância","Yes","Yes","Yes","Yes","No","No","No",0,NA,"No","No","Yes","No",NA,"Teaching","Public","Adjunct professor",NA,"Doctorate","Female","White",32,"Yes","No",NA,"Brasil","Sugestão: trocar a ordem das perguntas, colocando essa última página como sendo a primeira."
